mean,std,max,min,median,kurtosis,skew,rms,crest_factor,impulse_factor,clearance_factor,label
-114.03502760327432,2467.4012240046936,31870.0,-32550.0,-43.0,140.41522665564955,-8.297791243491762,2470.034977027722,13.177951042283835,94.33257492918926,0.00533512730177664,0
-175.84218541785646,2402.90168725096,24837.0,-32541.0,-98.0,146.65297651562216,-9.727196024755767,2409.3270829769126,13.506260826899867,84.10728166350863,0.005605822854990623,0
-111.19398438987245,2376.0309635592885,29939.0,-32478.0,-42.0,150.7122140091286,-9.177622871602075,2378.6313800076246,13.654070266194795,94.14801386667726,0.005740305278471113,0
-112.03655054254712,2374.319655516485,31006.0,-32501.0,-37.0,157.42662957993542,-9.368536715096687,2376.961508991972,13.673338788638233,96.37000574626352,0.005752444344139531,0
-112.32076908433277,2430.12456221371,31730.0,-32559.0,-54.0,144.7535766962835,-7.94612182930019,2432.718919859438,13.38379034840624,95.24475041974924,0.005501576955376148,0
-121.11859889586903,2434.9949544419583,32373.0,-32483.0,-43.0,145.9059452940916,-8.647454589387058,2438.005361593016,13.323596621943151,94.89026846607972,0.0054649578839471415,0
-107.44260422615648,2447.8135098980715,31603.0,-32473.0,-46.0,143.6187015717966,-7.473072921942153,2450.1703802883612,13.253364035924001,93.65853750938888,0.005409160172103708,0
-112.88711212640396,2447.1662823848424,31547.0,-32475.0,-49.0,142.4926209327708,-8.164443396550755,2449.7686245287514,13.256353957201586,86.53634562355047,0.0054112677517664095,0
-102.24938130592042,2429.4720036474696,29187.0,-32479.0,-25.0,143.46906456312638,-8.844868194725258,2431.62274057558,13.356923941380817,93.42306289671848,0.005493008318477541,0
-130.66400152293926,2373.1328065905,29707.0,-32500.0,-55.0,153.73284621644657,-9.762651815421375,2376.7272453965115,13.67426576311999,98.0712890625,0.005753401358782631,0
-113.02684180468304,2460.132921350589,28688.0,-32574.0,-35.0,140.63552155352417,-8.64484012571622,2462.727970702677,13.226795808351435,96.87123707383131,0.005370790426592468,0
-90.90595849990481,2461.2056103568875,32207.0,-32516.0,-35.0,141.4154594186635,-7.2991067844827695,2462.8838685051724,13.2024089384837,97.52210178336422,0.005360548707680966,0
-112.02379592613744,2460.515182412661,28138.0,-32382.0,-28.0,142.72804047327125,-8.77402158546473,2463.0640052050844,13.147039594411087,95.60200845398613,0.0053376767987466135,0
-141.3811155530173,2461.6958205992178,31371.0,-32485.0,-87.0,139.3997332505948,-7.767123465834659,2465.7524070738878,13.174477659153945,86.63563864218948,0.005342984811191209,0
-115.80506377308205,2396.818911875303,26620.0,-32485.0,-34.0,152.34565565735932,-10.064860045484954,2399.6149085048205,13.537588837636088,98.45927334202662,0.005641567232165282,0
-140.05749095754805,2421.411602633772,29308.0,-32517.0,-55.0,150.64677127680764,-9.589433626762535,2425.4587710663677,13.406535863606415,90.32385368546628,0.005527422697732417,0
-83.05197030268418,2438.1959622858,30285.0,-32565.0,-2.0,144.17830619399012,-7.345803691560587,2439.610046765248,13.348444782467963,81.97900253033526,0.005471548537097994,0
-136.92385303636019,2434.777700234763,32125.0,-32574.0,-75.0,149.1223832834619,-7.5752531386752215,2438.6247335518447,13.357528754560008,94.70511999530656,0.005477484325808848,0
-150.69198312236287,3070.75079362853,31724.0,-32342.0,-77.0,82.91245479217243,-4.473020433948972,3074.4460493473616,10.519618650281895,52.62670140977689,0.003421630590172491,0
-144.7842073538276,2951.0298029293967,30573.0,-32218.0,-69.0,86.56360672004293,-5.170196894301441,2954.579388758507,10.904428604146519,55.75058141253084,0.0036906872922878135,0
-105.6101782485146,3320.341690871318,31536.0,-32638.0,-51.0,68.58042233716473,-3.6185281470565482,3322.0208388702026,9.824742704232996,47.48725652959795,0.002957459685163904,0
-102.5985533453888,2714.9016438698104,30374.0,-32273.0,-69.0,96.29376683209016,-4.356001439521595,2716.839597590473,11.878875745414808,60.02776769774502,0.004372313976853848,0
-143.37311633514165,3063.4862654298922,31576.0,-32673.0,-97.0,84.66523333798582,-3.8068063239554752,3066.839407103874,10.653639027957542,53.501145276761505,0.0034738170519395257,0
-105.96102069519792,2908.873168634054,31605.0,-32349.0,-64.0,89.51458689887542,-3.7469071428781855,2910.802440755107,11.113430285432965,58.35855168724065,0.0038179953849942394,0
-140.77797870202934,2796.3608736638016,32193.0,-32210.0,-112.0,98.6141125942435,-3.937103466225366,2799.902243837311,11.503973065808069,57.138997005988024,0.004108705256095545,0
-99.89270644966848,2802.9220762092973,32049.0,-32510.0,-60.0,92.90297765965813,-4.374327519498012,2804.7015381504098,11.591251175138964,58.05769590968101,0.004132793103819146,0
-228.4888487040386,3109.8588218484506,32369.0,-32346.0,-188.0,78.69281765840365,-3.1483653093793387,3118.2413386091093,10.380530717496736,46.837358299998286,0.003328969630723634,0
-149.0365682137834,2777.2169492843955,31616.0,-32351.0,-111.0,97.06528472369985,-4.524445525596082,2781.2130234948677,11.6319748709316,57.135359028779014,0.004182338703532633,0
-176.96463733172595,3001.4637781737433,31093.0,-32396.0,-92.0,88.86247456551612,-5.085685824113538,3006.6761206613114,10.774688958807634,54.24610762426887,0.003583588163941571,0
-182.63110307414104,3030.5707192224386,30632.0,-32410.0,-105.0,85.99512385163825,-4.813640500858165,3036.0686757743947,10.674989093167778,52.957707590466306,0.003516056530060198,0
-200.55736387381958,2996.126411142164,30362.0,-32179.0,-120.0,86.57049944538285,-5.109496616818633,3002.8314517714175,10.716219180739266,51.24434793515412,0.0035687048550186186,0
-114.55492099752523,3120.6594931928803,31935.0,-32222.0,0.0,80.19589001674507,-4.519078480095088,3122.7613585382396,10.318431766135046,58.16203517098409,0.0033042652260066034,0
-138.8854731766124,2893.6788701235632,32577.0,-32264.0,-96.0,88.41755823979048,-4.40798684426436,2897.009937514725,11.24504254477878,54.83373381433892,0.003881603027715407,0
-143.9947759694595,2878.092486427567,32765.0,-32316.0,-132.0,87.09994090657675,-3.0199824306635867,2881.6923596972165,11.370054783864113,52.34664014314228,0.003945617145981114,0
-138.84729756881654,2881.7589456519636,32322.0,-32248.0,-106.0,90.78542765361153,-4.027178938408002,2885.101938040887,11.203070357350382,53.78140889747282,0.003883076091570535,0
-203.0980510347599,3136.6197274258184,31788.0,-32242.0,-88.0,79.3462440829768,-5.221270559344557,3143.1882114838318,10.257737631555713,51.46572558336891,0.0032634818348065944,0
-143.46313039983926,2945.1694079915037,32289.0,-32265.0,-103.0,88.32419438827179,-4.028086233212363,2948.661477951164,10.950392319173767,54.07357970604862,0.0037136824288091876,0
-155.11412497488448,3152.269089167962,31206.0,-32227.0,-50.0,77.4762775053815,-4.862034089936304,3156.083142486987,10.211074469541758,52.60884007112308,0.0032353629510201852,0
-175.1842475386779,2764.6456036992604,32125.0,-32256.0,-107.0,100.29186705233171,-5.620111316024561,2770.190396821009,11.643964991365236,59.289431407148946,0.004203308554071776,0
-115.08479003415712,2885.7291159923157,30888.0,-32677.0,-23.0,95.64106286431486,-5.417625975327479,2888.0230331115786,11.314660452965136,67.38139893313999,0.003917787470266341,0
-93.06349206349206,2665.842874788267,31417.0,-32205.0,-23.0,111.22859706230636,-5.952724848290936,2667.466784538174,12.073252490593145,70.32526319715161,0.004526111650414954,0
-253.33875828812538,3248.63003372381,31830.0,-32275.0,-158.0,72.76019504760323,-4.2502822326921805,3258.493152127733,9.90488501684438,46.98679489170811,0.0030397133136145097,0
-129.47759694595138,2649.3418127030877,32503.0,-32491.0,-77.0,106.75898033339733,-5.390339108579838,2652.5038150109754,12.253705278786002,66.44146675450644,0.004619674893374394,0
-153.40888085191884,2882.211926750482,31127.0,-32615.0,-73.0,95.8158985745038,-5.438548568524674,2886.291716966073,11.299966600147844,61.49908049652429,0.003915046609365531,0
-140.68635724331926,2772.2081241757382,31378.0,-32384.0,-63.0,101.55688842150424,-5.593952410802307,2775.7756636407703,11.666648866545797,63.267876321293315,0.004203022967368897,0
-104.2003214788025,2599.7457061498267,30760.0,-32240.0,-56.0,109.87847752960877,-5.8693883913689024,2601.8330929636413,12.39126371602751,67.08380035879262,0.004762512918118484,0
-115.75929274663451,2753.368511234259,31547.0,-32232.0,-75.0,99.8134270351848,-5.313812027146653,2755.800858645915,11.696055576322541,62.16693367435913,0.004244158477426954,0
-94.21981113120354,2556.904464451272,31044.0,-32408.0,-75.0,108.74318615737678,-4.657242196501531,2558.6398365421514,12.666104676849505,66.20305849459152,0.004950327316863397,0
-119.07514567008238,2771.643598565925,32176.0,-32603.0,-96.0,93.471977429256,-3.8756451715720313,2774.200268147169,11.752215719370133,57.298243712170354,0.004236253544600512,0
-68.40084388185655,2761.499658725843,31037.0,-32230.0,-24.0,94.30059170785775,-4.645103335193029,2762.346654673649,11.667615990726457,59.60784699897847,0.004223805861217987,0
-140.09061683745227,2789.494028444245,31531.0,-32007.0,-82.0,92.82393912151512,-5.204757593436406,2793.009544497118,11.459681569316967,56.53114789585844,0.004102986898807854,0
-101.49869399236488,2891.910508963031,31477.0,-32286.0,-57.0,92.01970242868084,-3.822884319732749,2893.6911336099733,11.157375998081099,59.45869554357902,0.0038557591266355756,0
-85.13361462728551,2835.7728553234665,30896.0,-32275.0,-46.0,94.08954966052116,-4.209012924560709,2837.050478812267,11.37625158277478,59.25113646088155,0.004009886911683523,0
-157.03295157725537,3078.5291499127884,32744.0,-32351.0,-73.0,83.30143072317244,-4.214440726291866,3082.531601580724,10.622437733714996,54.58431892561593,0.0034460109762598392,0
-214.73096242716497,3238.2876910388045,31854.0,-32198.0,-71.0,76.79089769560397,-5.364310883488481,3245.399290712674,9.921121290727058,50.28967139155846,0.003056980174710159,0
-187.17801888687964,3228.156018525559,32255.0,-32763.0,-72.0,73.92522457517413,-4.857376536449116,3233.5780322573332,10.132119798305418,50.51049060657584,0.003133408161865904,0
-153.06550130600763,3185.9210897957246,31244.0,-32266.0,-52.0,74.17916556311077,-4.524086763132502,3189.5959364934047,10.11601489418524,50.76027048478453,0.0031715662722177403,0
-133.3729154108901,2932.223703003969,32470.0,-32228.0,-89.0,87.05285359895804,-3.96088675269554,2935.2553856561626,11.062069814665032,54.33769673909645,0.0037686907479064745,0
-128.4962829013462,2835.3041057969517,32504.0,-32296.0,-100.0,94.9305256264776,-3.641222653946887,2838.2143448070506,11.452271058904012,57.537981544870206,0.004035026839976939,0
-149.07635121559173,3114.384326987238,32694.0,-32375.0,-58.0,81.19686911217958,-4.546256006646717,3117.950207215553,10.485735123139435,54.089428135019105,0.0033630219940245913,0
-166.83986337150895,3035.89184355913,31362.0,-32618.0,-87.0,85.28109465836293,-4.570452170208202,3040.4727964247063,10.727936799288429,55.0162249615523,0.0035283778272587785,0
-154.9019489652401,3016.0490669602927,30117.0,-32115.0,-69.0,84.83411126292917,-4.66199525268108,3020.024269456337,10.634020502683352,53.58092785215832,0.0035211705449630973,0
-107.44404259594133,2823.4350977112467,31219.0,-32205.0,-63.0,93.58993726214962,-4.339363747020268,2825.4787157713777,11.39806851852635,59.860035904604445,0.004034030925415974,0
-128.3166566204541,2849.902415164289,31543.0,-32231.0,-58.0,97.21449569102361,-4.8612373202009,2852.7896768471205,11.298063878169046,59.14854272490753,0.003960356408277379,0
-146.62286517982722,3121.6811851892608,31348.0,-32509.0,-57.0,82.72854340820078,-4.40273195927847,3125.122667441739,10.402471665732161,54.77624072969403,0.0033286602711975286,0
-165.38939119951777,3015.015076423808,32014.0,-32307.0,-88.0,85.67560057818483,-4.568121503999022,3019.5479068536415,10.699283798965714,54.75276050493566,0.0035433396418983565,0
-87.05123568414707,3006.992137848979,31396.0,-32284.0,-30.0,82.01480216390424,-3.749688333684991,3008.251923413282,10.73181396436017,55.82125660256223,0.0035674585232819953,0
-138.748643761302,3204.4975948114507,31434.0,-31983.0,-40.0,74.9429899601294,-4.409789477525317,3207.499964348865,9.971317336083798,51.54712930807802,0.003108750568016924,0
-136.8428772352823,2861.8786816939282,30266.0,-32378.0,-76.0,89.43837386519486,-5.041205257392781,2865.148436256699,11.300636152136565,56.61995083073708,0.003944171271943169,0
-141.1093027928471,2827.112104324798,30984.0,-32288.0,-104.0,94.36204555048016,-4.011289272057638,2830.6314994634095,11.40664194760805,55.36163104160458,0.004029716319404471,0
-93.51135222021298,2985.58407645785,32290.0,-32475.0,-27.0,88.44161028566477,-4.741723028847036,2987.0481500291767,10.871937233312691,56.823417798953166,0.0036396926622044904,0
-136.3582479405264,3058.9868116572015,32205.0,-32317.0,-58.0,86.40494203571582,-4.407322705636935,3062.024475028588,10.554128571979582,55.68491790508668,0.003446781257971834,0
-72.53990836749458,3439.0922171508164,31970.0,-32281.0,37.0,67.29650386446039,-3.2592650977415047,3439.8571651121333,9.384401284856168,44.743237927167776,0.0027281369063910693,0
-193.59272654209363,3181.2723870637883,32339.0,-32050.0,-83.0,77.49684167554238,-4.468290854048421,3187.1573767959026,10.146659288130568,50.90397864041376,0.0031836078638611686,0
-118.1838456901748,2903.7879974843504,31539.0,-32230.0,-57.0,91.29192693440773,-4.525306598550223,2906.192036964573,11.090113657342213,57.211201658892094,0.003816029194314871,0
-136.39240506329114,2792.3933224162975,30721.0,-32268.0,-84.0,99.09465993577456,-4.778414531751315,2795.7223315690844,11.54191875052547,59.73855141360205,0.004128420988091342,0
-98.62788828611613,2770.0548354156067,31951.0,-32279.0,-45.0,102.82730840980986,-4.663969636930991,2771.810103805303,11.645458668213058,63.60108292315616,0.004201391232474943,0
-120.6984126984127,2772.995780562779,29997.0,-32405.0,-70.0,100.77383065635641,-5.5599911439126455,2775.6213188846377,11.674863490752298,60.526017832092506,0.004206216248347506,0
67.06625020549072,2740.8639866130065,30737.0,-21666.0,-143.0,107.55878538922641,9.291969356799488,2741.6843864728066,11.21099137145517,64.83744653610854,0.0040890889654436775,0
52.53871445010685,2639.6986460406893,30377.0,-23833.0,-141.0,109.76156500877661,9.13281654475541,2640.221441172145,11.505474323590795,66.57228411498592,0.004357768687191199,0
41.12148610882788,2637.4524946531565,30385.0,-27935.0,-148.0,109.15804572860357,8.739697049408054,2637.773045235688,11.519186631647859,65.05441557938751,0.00436701203405413,0
58.71362814400789,2590.8239873213442,30372.0,-25050.0,-122.0,111.0483888279737,8.96922533008637,2591.489190293778,11.719902253019605,69.335361384539,0.0045224584755806,0
54.72431366102252,2596.0609721673695,30429.0,-32380.0,-127.0,113.95397369381986,8.90224547067117,2596.6376955047576,12.469972247593704,74.51751979957915,0.004802353547120358,0
65.86782837415748,2591.545500818021,30459.0,-26552.0,-119.0,113.75737834948826,9.056668633589343,2592.3824281199054,11.749423877282654,70.4291144004014,0.004532288041237721,0
56.25316455696203,2627.8896333479834,30413.0,-30550.0,-125.0,109.79429776750708,8.625759820739074,2628.4916479951903,11.622635370860383,68.27067694032642,0.00442178896772422,0
-61.547098471149106,1244.3383482456563,30562.0,-17485.0,-70.0,387.68913660784455,13.371699403046952,1245.8595307035803,24.530855402888456,190.9534450651769,0.019689904678928796,0
-79.31859279960545,1263.1540641593413,30377.0,-29973.0,-85.0,373.57877767506176,9.587439083212276,1265.641982934341,24.001258183275592,172.0731106796478,0.018963702616461586,0
-50.18181818181818,1289.0605746182741,31929.0,-12838.0,-59.0,412.3779034916347,16.438888870538303,1290.0369684281254,24.750453499719942,202.99554447684446,0.01918584823958781,0
-50.44353115239191,1310.460766389223,30420.0,-28986.0,-73.0,418.4033947644261,11.782948275913338,1311.4312677683693,23.196030739578884,191.78614292377054,0.01768756877289574,0
